,user_id,input_message_kid,stage,total_attempts_in_stage,grade_norm,pre-score_norm,stage_norm,failed_attempts_norm,pos_norm,neg_norm,hel_norm,anxiety_norm,action,output,postive_feedback,reward,grade,completed,pre,post,adjusted_score,anxiety,time_stored
975,528,Ok,,,-1.,-0.5,-0.33333333,-0.8,1.,-1.,-0.1063473,-0.61111111,3,Hm... let's keep thinking!,True,6.101,2,True,2,7,6,16,"12-06-2020-14:46:26-PST
"
976,533,I'm stuck,0,3,-1.,0.,-1.,-0.7,-1.,0.334,1.,-0.33333333,1,:),True,0.1,2,True,4,4,0,21,"12-06-2020-16:49:14-PST
"
977,533,I don't get it,,,-1.,0.,-1.,-0.7,-1.,-1.,1.,-0.33333333,0,You can move your mouse close to the box to turn it into a chocolate!,None,-0.0020000000000000018,2,True,4,4,0,21,"12-06-2020-16:49:14-PST
"
978,532,no thx,0,1,0.,0.,-1.,-0.9,0.064,-0.064,-0.06320011,-0.33333333,0,Move your mouse along the height to count how many chocolates would fit along the height.,True,0.11,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
979,532,I need help right now!,0,1,0.,0.,-1.,-0.9,-0.002,-1.,1.,-0.33333333,3,Hm... let's keep thinking!,True,0.1,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
980,532,STOP!!! I need help,0,1,0.,0.,-1.,-0.9,-0.28,0.014,1.,-0.33333333,0,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",None,0.01,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
981,532,tysm,1,4,0.,0.,-0.66666667,-0.6,-1.,-1.,-1.,-0.33333333,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
982,532,ugh just help!,3,10,0.,0.,0.,0.,-0.204,-0.09,1.,-0.33333333,3,Try thinking about the concept of volume to solve this problem.,True,0.1,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
983,532,I need MORE information now please?,3,10,0.,0.,0.,0.,-0.108,-1.,-0.03631976,-0.33333333,3,Try thinking about the concept of volume to solve this problem.,None,0.0,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
984,532,"Um, can i ask you a question?",0,1,0.,0.,-1.,-0.9,-1.,-1.,-0.03507275,-0.33333333,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
985,532,Help me please,0,1,0.,0.,-1.,-0.9,0.666,-1.,1.,-0.33333333,3,Hm... let's keep thinking!,None,0.0,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
986,532,Huh alright.,0,1,0.,0.,-1.,-0.9,0.334,-1.,-0.20939699,-0.33333333,3,Hm... let's keep thinking!,None,0.0,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
987,532,i need help,0,1,0.,0.,-1.,-0.9,0.46,-1.,1.,-0.33333333,3,Hm... let's keep thinking!,None,0.0,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
988,532,I NEED HELP PLEASE,1,4,0.,0.,-0.66666667,-0.6,0.666,-1.,1.,-0.33333333,3,Hm... let's keep thinking!,True,0.1,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
989,532,I need help,1,4,0.,0.,-0.66666667,-0.6,0.46,-1.,1.,-0.33333333,0,Move your mouse along the width to count how many chocolates would fit along the width.,True,0.11,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
990,532,I need help,1,4,0.,0.,-0.66666667,-0.6,0.46,-1.,1.,-0.33333333,0,"By sliding the chocolate along the width of the box and using the chocolate as a reference, you will find that the width fits 5 chocolates.",None,0.01,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
991,532,i need help,3,10,0.,0.,0.,0.,0.46,-1.,1.,-0.33333333,3,Try thinking about the concept of volume to solve this problem.,True,0.1,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
992,532,i need help,3,10,0.,0.,0.,0.,0.46,-1.,1.,-0.33333333,3,Try thinking about the concept of volume to solve this problem.,True,0.1,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
993,532,I NEED HELP NOW!!!,3,10,0.,0.,0.,0.,0.282,-1.,1.,-0.33333333,3,Try thinking about the concept of volume to solve this problem.,None,0.0,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
994,532,Help me,3,10,0.,0.,0.,0.,0.46,-1.,1.,-0.33333333,3,Try thinking about the concept of volume to solve this problem.,None,0.0,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
995,532,I don't know this question.,4,4,0.,0.,0.33333333,-0.6,-1.,-1.,1.,-0.33333333,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,0.01,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
996,532,Help,5,1,0.,0.,0.66666667,-0.9,1.,-1.,1.,-0.33333333,3,Hm... let's keep thinking!,None,0.0,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
997,532,help,,,0.,0.,0.33333333,-0.6,1.,-1.,1.,-0.33333333,3,"Think of what equation to use to calculate the total weight, when you know the number of chocolate and how much each chocolate weighs.",None,-0.09,3,True,4,4,0,21,"12-06-2020-17:08:09-PST
"
998,536,noo,2,5,-1.,-0.5,-0.33333333,-0.5,-1.,-1.,-0.39480327,-0.33333333,3,Hm... let's keep thinking!,True,0.1,2,True,2,6,5,21,"12-07-2020-13:50:17-PST
"
999,536,i need  help,3,15,-1.,-0.5,0.,0.5,0.46,-1.,1.,-0.33333333,3,Try thinking about the concept of volume to solve this problem.,True,0.1,2,True,2,6,5,21,"12-07-2020-13:50:17-PST
"
1000,536,help,3,15,-1.,-0.5,0.,0.5,1.,-1.,1.,-0.33333333,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,2,True,2,6,5,21,"12-07-2020-13:50:17-PST
"
1001,536,help  help,,,-1.,-0.5,0.,0.5,1.,-1.,1.,-0.33333333,3,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,None,4.988,2,True,2,6,5,21,"12-07-2020-13:50:17-PST
"
1002,537,help,,,0.,-0.25,0.,-0.8,1.,-1.,1.,-0.27777778,3,Try thinking about the concept of volume to solve this problem.,True,2.101,3,True,3,4,2,22,"12-07-2020-19:31:16-PST
"
1003,539,help,0,5,0.,0.,-1.,-0.5,1.,-1.,1.,-0.44444444,3,Hm... let's keep thinking!,True,0.1,3,True,4,5,4,19,"12-07-2020-20:03:20-PST
"
1004,539,help!!!!!!!!!!!!!!!!!!!!!!,0,5,0.,0.,-1.,-0.5,-1.,-1.,1.,-0.44444444,1,:),None,0.0,3,True,4,5,4,19,"12-07-2020-20:03:20-PST
"
1005,539,Help!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,5,0.,0.,-1.,-0.5,-1.,-1.,1.,-0.44444444,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,3,True,4,5,4,19,"12-07-2020-20:03:20-PST
"
1006,539,Help!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,,,0.,0.,0.,-0.3,-1.,-1.,1.,-0.44444444,3,Try thinking about the concept of volume to solve this problem.,True,4.088,3,True,4,5,4,19,"12-07-2020-20:03:20-PST
"
1007,548,How many chocolates fit in the box,0,5,0.,1.,-1.,-0.5,-0.412,-1.,1.,0.61111111,3,Hm... let's keep thinking!,None,0.0,3,True,8,7,0,38,"12-08-2020-10:54:20-PST
"
1008,548,how tall is a chocolate,0,5,0.,1.,-1.,-0.5,-1.,-1.,1.,0.61111111,3,Hm... let's keep thinking!,None,0.0,3,True,8,7,0,38,"12-08-2020-10:54:20-PST
"
1009,548,GG,0,5,0.,1.,-1.,-0.5,1.,-1.,-0.42739412,0.61111111,3,Hm... let's keep thinking!,True,0.1,3,True,8,7,0,38,"12-08-2020-10:54:20-PST
"
1010,548,useless,0,5,0.,1.,-1.,-0.5,-1.,1.,-0.19628021,0.61111111,2,I love a good challenge. Let’s regroup and think about this some more.,None,0.0,3,True,8,7,0,38,"12-08-2020-10:54:20-PST
"
1011,548,not helping,0,5,0.,1.,-1.,-0.5,-1.,0.308,-0.03717257,0.61111111,2,"If we put our minds together, we can figure this problem out!",None,0.0,3,True,8,7,0,38,"12-08-2020-10:54:20-PST
"
1012,548,i am tired noe,0,5,0.,1.,-1.,-0.5,-1.,0.184,-0.03631976,0.61111111,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,8,7,0,38,"12-08-2020-10:54:20-PST
"
1013,548,alon,2,6,0.,1.,-0.33333333,-0.4,-1.,-1.,-0.51046826,0.61111111,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,8,7,0,38,"12-08-2020-10:54:20-PST
"
1014,548,you cont help,,,0.,1.,-0.33333333,-0.4,0.148,-1.,1.,0.61111111,3,Hm... let's keep thinking!,None,-0.025,3,True,8,7,0,38,"12-08-2020-10:54:20-PST
"
1015,547,help,,,1.,1.,-0.33333333,-0.6,1.,-1.,1.,1.,3,Hm... let's keep thinking!,True,0.101,4,True,8,7,0,45,"12-08-2020-12:22:17-PST
"
1016,552,I don't know.  I think I want your help.,,,-1.,0.25,0.,-0.5,-0.318,-0.692,1.,-0.38888889,1,:),True,3.101,2,True,5,8,3,20,"12-08-2020-12:37:52-PST
"
1017,542,can u help,3,7,0.,-0.5,0.,-0.3,0.46,-1.,1.,-0.44444444,3,Try thinking about the concept of volume to solve this problem.,None,0.0,3,True,2,7,5,19,"12-08-2020-14:30:15-PST
"
1018,542,what is volume,3,7,0.,-0.5,0.,-0.3,-1.,-1.,1.,-0.44444444,3,Try thinking about the concept of volume to solve this problem.,None,0.0,3,True,2,7,5,19,"12-08-2020-14:30:15-PST
"
1019,542,yes,3,7,0.,-0.5,0.,-0.3,1.,-1.,-0.08166112,-0.44444444,3,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,None,0.0,3,True,2,7,5,19,"12-08-2020-14:30:15-PST
"
1020,542,yes,3,7,0.,-0.5,0.,-0.3,1.,-1.,-0.08166112,-0.44444444,3,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,None,0.0,3,True,2,7,5,19,"12-08-2020-14:30:15-PST
"
1021,542,HOW TO CALCULATE VOLUME,3,7,0.,-0.5,0.,-0.3,-1.,-1.,1.,-0.44444444,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,3,True,2,7,5,19,"12-08-2020-14:30:15-PST
"
1022,542,YES,3,7,0.,-0.5,0.,-0.3,1.,-1.,-0.08166112,-0.44444444,3,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,None,0.0,3,True,2,7,5,19,"12-08-2020-14:30:15-PST
"
1023,542,its not helpful,,,0.,-0.5,0.,-0.3,-1.,0.076,1.,-0.44444444,1,:),None,4.988,3,True,2,7,5,19,"12-08-2020-14:30:15-PST
"
1024,543,you are the best,1,1,-1.,-0.25,-0.66666667,-0.9,0.166,-1.,-0.03507275,-0.22222222,3,Hm... let's keep thinking!,True,0.1,2,True,3,6,4,23,"12-08-2020-14:30:35-PST
"
1025,543,what is 90 ties 2,4,1,-1.,-0.25,0.33333333,-0.9,-1.,-1.,1.,-0.22222222,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,0.01,2,True,3,6,4,23,"12-08-2020-14:30:35-PST
"
1026,543,i dont know,1,1,-1.,-0.25,-0.66666667,-0.9,-1.,-1.,1.,-0.22222222,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,2,True,3,6,4,23,"12-08-2020-14:30:35-PST
"
1027,543,help ,,,-1.,-0.25,0.33333333,-0.9,1.,-1.,1.,-0.22222222,3,"Think of what equation to use to calculate the total weight, when you know the number of chocolate and how much each chocolate weighs.",True,4.075,2,True,3,6,4,23,"12-08-2020-14:30:35-PST
"
1028,544,do i use division?,4,1,-1.,-0.5,0.33333333,-0.9,-1.,-1.,1.,-0.72222222,3,"Think of what equation to use to calculate the total weight, when you know the number of chocolate and how much each chocolate weighs.",None,0.0,2,True,2,2,0,14,"12-08-2020-14:52:13-PST
"
1029,544,i still don't know,,,-1.,-0.5,0.33333333,-0.9,-1.,-1.,1.,-0.72222222,3,"Think of what equation to use to calculate the total weight, when you know the number of chocolate and how much each chocolate weighs.",None,0.001,2,True,2,2,0,14,"12-08-2020-14:52:13-PST
"
1030,429,blueberry ,0,2,1.,-0.25,-1.,-0.8,-1.,-1.,-0.3655943,-0.66666667,3,Hm... let's keep thinking!,None,0.0,4,True,3,2,1,15,"12-08-2020-15:43:36-PST
"
1031,429,is 90 the answer,,,1.,-0.25,0.33333333,-0.7,-1.,-1.,1.,-0.66666667,3,"Think of what equation to use to calculate the total weight, when you know the number of chocolate and how much each chocolate weighs.",None,1.001,4,True,3,2,1,15,"12-08-2020-15:43:36-PST
"
1032,545,idk i allready tried,1,8,1.,0.,-0.66666667,-0.2,-1.,-0.176,-0.03631976,-0.66666667,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,4,1,0,15,"12-08-2020-15:57:45-PST
"
1033,545,i know,1,8,1.,0.,-0.66666667,-0.2,-1.,-1.,1.,-0.66666667,0,Move your mouse along the width to count how many chocolates would fit along the width.,None,0.01,4,True,4,1,0,15,"12-08-2020-15:57:45-PST
"
1034,545,help,3,8,1.,0.,0.,-0.2,1.,-1.,1.,-0.66666667,3,Try thinking about the concept of volume to solve this problem.,None,0.0,4,True,4,1,0,15,"12-08-2020-15:57:45-PST
"
1035,545,pkease help,1,8,1.,0.,-0.66666667,-0.2,0.46,-1.,1.,-0.66666667,3,Hm... let's keep thinking!,None,0.0,4,True,4,1,0,15,"12-08-2020-15:57:45-PST
"
1036,545,yea please help,3,8,1.,0.,0.,-0.2,0.666,-1.,1.,-0.66666667,3,Try thinking about the concept of volume to solve this problem.,None,0.0,4,True,4,1,0,15,"12-08-2020-15:57:45-PST
"
1037,545,idk how,,,1.,0.,0.,-0.2,-1.,0.166,1.,-0.66666667,3,Try thinking about the concept of volume to solve this problem.,None,-0.025,4,True,4,1,0,15,"12-08-2020-15:57:45-PST
"
1038,555,i need help,0,16,1.,-0.75,-1.,0.6,0.46,-1.,1.,0.61111111,3,Hm... let's keep thinking!,None,0.0,4,True,1,3,2,38,"12-08-2020-16:40:29-PST
"
1039,555,I figured it out.,3,18,1.,-0.75,0.,0.8,-1.,-1.,-0.03631976,0.61111111,3,Try thinking about the concept of volume to solve this problem.,None,0.0,4,True,1,3,2,38,"12-08-2020-16:40:29-PST
"
1040,555,really need help,3,18,1.,-0.75,0.,0.8,0.196,-1.,1.,0.61111111,3,Try thinking about the concept of volume to solve this problem.,None,0.0,4,True,1,3,2,38,"12-08-2020-16:40:29-PST
"
1041,555,what do you mean by volume,3,18,1.,-0.75,0.,0.8,-1.,-1.,1.,0.61111111,3,Try thinking about the concept of volume to solve this problem.,None,0.0,4,True,1,3,2,38,"12-08-2020-16:40:29-PST
"
1042,555,ok,0,16,1.,-0.75,-1.,0.6,1.,-1.,-0.1063473,0.61111111,3,Hm... let's keep thinking!,True,0.1,4,True,1,3,2,38,"12-08-2020-16:40:29-PST
"
1043,555,ok,0,16,1.,-0.75,-1.,0.6,1.,-1.,-0.1063473,0.61111111,3,Hm... let's keep thinking!,True,0.1,4,True,1,3,2,38,"12-08-2020-16:40:29-PST
"
1044,555,i need help now,3,18,1.,-0.75,0.,0.8,0.148,-1.,1.,0.61111111,3,Try thinking about the concept of volume to solve this problem.,None,0.0,4,True,1,3,2,38,"12-08-2020-16:40:29-PST
"
1045,555,how,3,18,1.,-0.75,0.,0.8,-1.,-1.,1.,0.61111111,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,4,True,1,3,2,38,"12-08-2020-16:40:29-PST
"
1046,555,please I really need help,3,18,1.,-0.75,0.,0.8,0.45,-1.,1.,0.61111111,3,Try thinking about the concept of volume to solve this problem.,None,0.0,4,True,1,3,2,38,"12-08-2020-16:40:29-PST
"
1047,555,need help,3,18,1.,-0.75,0.,0.8,0.46,-1.,1.,0.61111111,3,Try thinking about the concept of volume to solve this problem.,None,0.0,4,True,1,3,2,38,"12-08-2020-16:40:29-PST
"
1048,555,hel,3,18,1.,-0.75,0.,0.8,-1.,-1.,-0.3384296,0.61111111,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,4,True,1,3,2,38,"12-08-2020-16:40:29-PST
"
1049,555,don't get it,3,18,1.,-0.75,0.,0.8,-1.,-1.,1.,0.61111111,3,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,None,0.0,4,True,1,3,2,38,"12-08-2020-16:40:29-PST
"
1050,555,ok,3,18,1.,-0.75,0.,0.8,1.,-1.,-0.1063473,0.61111111,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,0.01,4,True,1,3,2,38,"12-08-2020-16:40:29-PST
"
1051,555,it keeps on saying my anwers is wrong when I am Multiplying everything,,,1.,-0.75,0.,0.8,-1.,-0.56,-0.03631976,0.61111111,0,Think about how to calculate volume with multiplication.,None,1.9589999999999996,4,True,1,3,2,38,"12-08-2020-16:40:29-PST
"
1052,557,help,,,1.,0.75,-0.33333333,-0.7,1.,-1.,1.,-0.33333333,3,Hm... let's keep thinking!,True,1.101,4,True,7,7,1,21,"12-08-2020-17:18:33-PST
"
1053,564,I need a hint,3,7,-1.,-0.25,0.,-0.3,-1.,-1.,1.,-0.88888889,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,2,False,3,3,1,11,"12-08-2020-19:39:37-PST
"
1054,564,I STILL DON'T UNDERSTAND,3,7,-1.,-0.25,0.,-0.3,-1.,-1.,1.,-0.88888889,3,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,True,0.1,2,False,3,3,1,11,"12-08-2020-19:39:37-PST
"
1055,564,do we have to get it right? I haven't learn that before\,,,-1.,-0.25,0.,-0.3,-1.,-1.,1.,-0.88888889,3,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,None,-8,2,False,3,3,1,11,"12-08-2020-19:39:37-PST
"
1056,565,i need help,2,3,1.,-0.5,-0.33333333,-0.7,0.46,-1.,1.,-0.66666667,3,Hm... let's keep thinking!,True,0.1,4,True,2,4,3,15,"12-08-2020-20:44:26-PST
"
1057,565,I am giving my answer as 14,3,8,1.,-0.5,0.,-0.2,-0.352,-1.,1.,-0.66666667,3,Try thinking about the concept of volume to solve this problem.,None,0.0,4,True,2,4,3,15,"12-08-2020-20:44:26-PST
"
1058,565,but it is not it is not taking,,,1.,-0.5,0.,-0.2,-1.,-1.,-0.04149085,-0.66666667,3,Try thinking about the concept of volume to solve this problem.,None,3.001,4,True,2,4,3,15,"12-08-2020-20:44:26-PST
"
1059,549,"ok. so on this problem, what's the box's weight again?",0,39,-1.,-0.5,-1.,2.9,-0.678,-0.494,1.,-0.77777778,1,:),None,0.0,2,False,2,1,0,13,"12-09-2020-12:57:11-PST
"
1060,549,just give me 1 hint please!,0,39,-1.,-0.5,-1.,2.9,-0.214,-1.,1.,-0.77777778,3,Hm... let's keep thinking!,True,0.1,2,False,2,1,0,13,"12-09-2020-12:57:11-PST
"
1061,549,hm...thinking,0,39,-1.,-0.5,-1.,2.9,-1.,-1.,-0.05394984,-0.77777778,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,2,False,2,1,0,13,"12-09-2020-12:57:11-PST
"
1062,549,oh yeah! Thanks!,0,39,-1.,-0.5,-1.,2.9,0.7,-1.,-0.1440913,-0.77777778,3,Hm... let's keep thinking!,None,0.0,2,False,2,1,0,13,"12-09-2020-12:57:11-PST
"
1063,549,oh!,0,39,-1.,-0.5,-1.,2.9,-1.,-1.,-0.20982539,-0.77777778,0,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",None,0.01,2,False,2,1,0,13,"12-09-2020-12:57:11-PST
"
1064,549,I hit 3 in the box. Now it says i'm incorrect,0,39,-1.,-0.5,-1.,2.9,-1.,-1.,-0.03631976,-0.77777778,2,I love a good challenge. Let’s regroup and think about this some more.,None,0.0,2,False,2,1,0,13,"12-09-2020-12:57:11-PST
"
1065,549,"sure. So, I measured the height and I measured how much long the box is. So I got 96. Tell me how I'm incorrect. Thanks",0,39,-1.,-0.5,-1.,2.9,-0.588,-1.,1.,-0.77777778,1,:),True,0.1,2,False,2,1,0,13,"12-09-2020-12:57:11-PST
"
1066,549,pretty well,0,39,-1.,-0.5,-1.,2.9,1.,-1.,-0.08473219,-0.77777778,0,Move your mouse along the height to count how many chocolates would fit along the height.,None,0.01,2,False,2,1,0,13,"12-09-2020-12:57:11-PST
"
1067,549,ok. let's try brainstorming,0,39,-1.,-0.5,-1.,2.9,-0.154,-1.,-0.04256661,-0.77777778,0,You have seen all the hints. Try your best to answer the question!,None,0.01,2,False,2,1,0,13,"12-09-2020-12:57:11-PST
"
1068,549,sure,0,39,-1.,-0.5,-1.,2.9,1.,-1.,-0.03072353,-0.77777778,0,You have seen all the hints. Try your best to answer the question!,None,0.01,2,False,2,1,0,13,"12-09-2020-12:57:11-PST
"
1069,549,i don't really understand this question,,,-1.,-0.5,-1.,2.9,-1.,-1.,1.,-0.77777778,1,:),None,-8,2,False,2,1,0,13,"12-09-2020-12:57:11-PST
"
1070,558,I need help,3,3,-1.,0.,0.,-0.7,0.46,-1.,1.,-0.61111111,3,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,True,0.1,2,True,4,8,4,16,"12-09-2020-16:08:29-PST
"
1071,558,hello,,,-1.,0.,0.,-0.7,-1.,-1.,-0.27493058,-0.61111111,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,4.098,2,True,4,8,4,16,"12-09-2020-16:08:29-PST
"
1072,563,help,3,5,0.,0.,0.,-0.5,1.,-1.,1.,-0.94444444,3,Try thinking about the concept of volume to solve this problem.,True,0.1,3,True,4,5,1,10,"12-09-2020-17:08:23-PST
"
1073,563,give me a hint,3,5,0.,0.,0.,-0.5,-1.,-1.,1.,-0.94444444,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,0.11,3,True,4,5,1,10,"12-09-2020-17:08:23-PST
"
1074,563,,,,0.,0.,0.,-0.5,-1.,-1.,-1.,-0.94444444,3,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,None,0.9879999999999999,3,True,4,5,1,10,"12-09-2020-17:08:23-PST
"
1075,567,What's 15 x 6,,,0.,-0.25,0.,-0.6,-1.,-1.,1.,-0.44444444,3,Try thinking about the concept of volume to solve this problem.,None,5.001,3,True,3,7,5,19,"12-09-2020-17:29:38-PST
"
1076,576,I kind of need help here,3,1,0.,-0.25,0.,-0.9,-0.194,-1.,1.,-0.5,1,:),None,0.0,3,True,3,4,1,18,"12-10-2020-11:49:56-PST
"
1077,576,Ok,,,0.,-0.25,0.,-0.9,1.,-1.,-0.1063473,-0.5,3,Try thinking about the concept of volume to solve this problem.,True,1.101,3,True,3,4,1,18,"12-10-2020-11:49:56-PST
"
1078,575,Ok thanks,0,1,0.,0.5,-1.,-0.9,1.,-1.,-0.1063473,0.,3,Hm... let's keep thinking!,None,0.0,3,True,6,7,2,27,"12-10-2020-12:59:48-PST
"
1079,575,do you have a idea?,,,0.,0.5,-0.33333333,-0.6,-1.,-1.,1.,0.,0,You can move your mouse close to the box to turn it into a chocolate!,None,1.9979999999999998,3,True,6,7,2,27,"12-10-2020-12:59:48-PST
"
1080,581,I don't know.Can you help me???,,,-1.,1.,-1.,-0.9,-1.,-0.176,1.,-0.66666667,0,You can move your mouse close to the box to turn it into a chocolate!,None,-0.0020000000000000018,2,True,8,7,0,15,"12-10-2020-19:00:10-PST
"
1081,562,HOW MANY CHOCOLATES FIT ALONG THE LENGTH?,2,1,0.,0.,-0.33333333,-0.9,-0.412,-1.,1.,0.11111111,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,4,4,2,29,"12-11-2020-00:32:11-PST
"
1082,562,How much does the box of chocolates weigh?,4,2,0.,0.,0.33333333,-0.8,-1.,-1.,1.,0.11111111,1,:),None,0.0,3,True,4,4,2,29,"12-11-2020-00:32:11-PST
"
1083,562,YOU ARE NOT HELPING ME,,,0.,0.,0.33333333,-0.8,-1.,-0.358,-0.03507275,0.11111111,3,"Think of what equation to use to calculate the total weight, when you know the number of chocolate and how much each chocolate weighs.",None,1.988,3,True,4,4,2,29,"12-11-2020-00:32:11-PST
"
1084,589,ok thanks,0,3,1.,-0.25,-1.,-0.7,1.,-1.,-0.1063473,-0.61111111,3,Hm... let's keep thinking!,None,0.0,4,True,3,3,0,16,"12-11-2020-10:05:35-PST
"
1085,589,three maybe,0,3,1.,-0.25,-1.,-0.7,-1.,-1.,-0.03681631,-0.61111111,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,4,True,3,3,0,16,"12-11-2020-10:05:35-PST
"
1086,589,im stuck,1,7,1.,-0.25,-0.66666667,-0.3,-1.,0.334,1.,-0.61111111,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,3,3,0,16,"12-11-2020-10:05:35-PST
"
1087,589,ok,1,7,1.,-0.25,-0.66666667,-0.3,1.,-1.,-0.1063473,-0.61111111,3,Hm... let's keep thinking!,None,0.0,4,True,3,3,0,16,"12-11-2020-10:05:35-PST
"
1088,589,i need help,1,7,1.,-0.25,-0.66666667,-0.3,0.46,-1.,1.,-0.61111111,3,Hm... let's keep thinking!,None,0.0,4,True,3,3,0,16,"12-11-2020-10:05:35-PST
"
1089,589,hey open book help,,,1.,-0.25,-0.66666667,-0.3,-0.052,-1.,1.,-0.61111111,3,Hm... let's keep thinking!,None,-0.025,4,True,3,3,0,16,"12-11-2020-10:05:35-PST
"
1090,590,ok,0,2,-1.,-0.25,-1.,-0.8,1.,-1.,-0.1063473,-0.16666667,3,Hm... let's keep thinking!,True,0.1,2,True,3,3,1,24,"12-11-2020-12:13:42-PST
"
1091,590,can i have some pointers,,,-1.,-0.25,0.66666667,-0.5,-1.,-1.,1.,-0.16666667,2,The people in the village need you! Keep working hard.,True,1.101,2,True,3,3,1,24,"12-11-2020-12:13:42-PST
"
1092,593,I need help!,3,4,0.,-0.25,0.,-0.6,0.498,-1.,1.,-0.72222222,3,Try thinking about the concept of volume to solve this problem.,None,0.0,3,True,3,6,5,14,"12-11-2020-14:09:44-PST
"
1093,593,I don't know volume,,,0.,-0.25,0.,-0.6,-1.,-1.,1.,-0.72222222,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,4.998,3,True,3,6,5,14,"12-11-2020-14:09:44-PST
"
